label,message
ham,No messages on her phone. I'm holding it now
ham,I dont have i shall buy one dear
ham,Juz go google n search 4 qet...
ham,Went to ganesh dress shop
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
ham,How. Its a little difficult but its a simple way to enter this place
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY."
ham,Pandy joined 4w technologies today.he got job..
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
ham,"Some friends want me to drive em someplace, probably take a while"
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,Umma my life and vava umma love you lot dear
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
ham,I am not at all happy with what you saying or doing
ham,They don't put that stuff on the roads to keep it from getting slippery over there?
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
ham,Dont talk to him ever ok its my word.
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
ham,Ya even those cookies have jelly on them
ham,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx"
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
ham,I'm ok. Will do my part tomorrow
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
ham,Ma head dey swell oh. Thanks for making my day
ham,Yeah we do totes. When u wanna?
ham,"Night night, see you tomorrow"
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham,I reach home safe n sound liao...
ham,How do you guys go to see movies on your side.
ham,"Sorry, I'll call later"
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
ham,"Yes, my reg is  Ciao!"
ham,"I just got home babe, are you still awake ?"
ham,I'm reaching home in 5 min.
ham,I attended but nothing is there.
ham,I'm at home. Please call
ham,K:)all the best:)congrats...
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
ham,TaKe CaRE n gET WeLL sOOn
ham,Where is it. Is there any opening for mca.
ham,No no:)this is kallis home ground.amla home town is durban:)
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
ham,I hope you know I'm still mad at you.
spam,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
ham,Ok then i come n pick u at engin?
ham,Whats the staff name who is taking class for us?
ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! "
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
ham,"Uh, heads up we don't have THAT much left"
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,"Ok., is any problem to u frm him? Wats matter?"
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,We'll join the  &lt;#&gt;  bus
ham,I went to project centre
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,Really? I crashed out cuddled on my sofa.
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
ham,Yes :)it completely in out of form:)clark also utter waste.
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,I‘m going to try for 2 months ha ha only joking
ham,"Yeah that's what I thought, lemme know if anything's goin on later"
ham,Wait  &lt;#&gt;  min..
ham,"Aight, call me once you're close"
ham,Unless it's a situation where YOU GO GURL would be more appropriate
ham,Good morning princess! Happy New Year!
ham,Havent.
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
ham,Haf u eaten? Wat time u wan me 2 come?
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
ham,I am on the way to tirupur.
ham,I want to see your pretty pussy...
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
ham,Wherre's my boytoy ? :-(
spam,100 dating service cal;l 09064012103 box334sk38ch
ham,"Sorry, I can't help you on this."
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,Tell them u have a headache and just want to use 1 hour of sick time.
ham,Have you laid your airtel line to rest?
ham,Ya but it cant display internal subs so i gotta extract them
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
ham,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight"
ham,Whatsup there. Dont u want to sleep
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,if you text on your way to cup stop that should work. And that should be BUS
ham,Aiyah ok wat as long as got improve can already wat...
ham,Keep my payasam there if rinu brings
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
ham,Ok. I asked for money how far
ham,Please leave this topic..sorry for telling that..
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
ham,You're right I have now that I think about it
ham,Try neva mate!!
ham,"Just sent again. Do you scream and moan in bed, princess?"
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
ham,Yes when is the appt again?
ham,Id onluy matters when getting on from offcampus
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
ham,Jus finish blowing my hair. U finish dinner already?
ham,Sounds like something that someone testing me would sayy
ham,Those ducking chinchillas
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
ham,What's ur pin?
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
ham,Ok.ok ok..then..whats ur todays plan
ham,Lol enjoy role playing much?
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,I cant pick the phone right now. Pls send a message
ham,Ok which your another number
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham,"Princess, is your kitty shaved or natural?"
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
ham,Yeah I don't see why not
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
ham,U too...
ham,I like dis sweater fr mango but no more my size already so irritating.
ham,Send to someone else :-)
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
ham,Jus finished avatar nigro
ham,I'm wif him now buying tix lar...
ham,Great. So should i send you my account number.
ham,Lemme know when you're here
ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?
ham,Super msg da:)nalla timing.
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
ham,Kallis wont bat in 2nd innings.
ham,I'm at home n ready...
ham,Jus came back fr lunch wif my sis only. U leh?
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
ham,You can never do NOTHING
ham,Well thats nice. Too bad i cant eat it
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
ham,Dunno he jus say go lido. Same time 930.
ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..
ham,Yes but I don't care cause I know its there!
ham,You intrepid duo you! Have a great time and see you both soon. 
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
ham,Alright took the morphine. Back in yo.
ham,Nope thats fine. I might have a nap tho! 
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
ham,How much for an eighth?
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,"Sure, whenever you show the fuck up &gt;:("
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,I'm meeting Darren...
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
ham,Can i get your opinion on something first?
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
ham,"Probably, want to pick up more?"
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,Get ready to put on your excellent sub face :)
ham,Ok. She'll be ok. I guess
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham,Do we have any spare power supplies
ham,Hi where you. You in home or calicut?
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Oh god i am happy to see your message after 3 days
ham,Thanks for sending this mental ability question..
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
ham,Thanks love. But am i doing torch or bold.
ham,Really do hope the work doesnt get stressful. Have a gr8 day.
ham,Cancel cheyyamo?and get some money back?
ham,What should i eat fo lunch senor
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,645
ham,Hope you are having a good week. Just checking in
ham,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
ham,How come u got nothing to do?
ham,No she didnt. I will search online and let you know.
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
ham,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"
ham,Mm have some kanji dont eat anything heavy ok
ham,I AM AT A PARTY WITH ALEX NICHOLS
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
ham,No just send to you. Bec you in temple na.
ham,From 5 to 2 only my work timing.
ham,Ok
ham,Then she dun believe wat?
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
ham,How much it will cost approx . Per month.
ham,Where to get those?
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,Reverse is cheating. That is not mathematics.
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
ham,LOL ... No just was busy
ham,See you there! 
ham,LOL that would be awesome payback.
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,I'm at home. Please call
ham,I've not sent it. He can send me.
ham,Nite...
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
ham,Thanks for this hope you had a good day today
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,"Mah b, I'll pick it up tomorrow"
ham,;-) ok. I feel like john lennon.
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
ham,2mro i am not coming to gym machan. Goodnight.
ham,Hi mom we might be back later than  &lt;#&gt; 
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,Lol u still feeling sick?
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.
ham,Yes i have. So that's why u texted. Pshew...missing you so much
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,You see the requirements please
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,You will be in the place of that man
ham,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
ham,WHAT TIME U WRKIN?
ham,No. Yes please. Been swimming?
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
ham,Did u fix the teeth?if not do it asap.ok take care.
ham,S.i'm watching it in live..
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,This weekend is fine (an excuse not to do too much decorating)
ham,Hanging out with my brother and his family
ham,Oh great. I.ll disturb him more so that we can talk.
ham,Oh ok..
ham,"Sorry, went to bed early, nightnight"
ham,I'm done oredi...
ham,Will purchase d stuff today and mail to you. Do you have a po box number?
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
ham,"Oops I did have it,  &lt;#&gt; ?"
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Was the actual exam harder than NBME
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
ham,Just sleeping..and surfing
ham,No..few hours before.went to hair cut .
ham,I am on the way to ur home
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G."
ham,New car and house for my parents.:)i have only new job in hand:)
ham,"Its ok, called mom instead have fun"
ham,Your dad is back in ph?
ham,Convey my regards to him
ham,The new deus ex game comin early next yr
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,That was random saw my old roomate on campus. He graduated
ham,Dear got train and seat mine lower seat
ham,What time you think you'll have it? Need to know when I should be near campus
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
ham,Gudnite....tc...practice going on
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
ham,I'm not. She lip synced with shangela.
ham,Exactly. Anyways how far. Is jide her to study or just visiting
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
ham,May i call You later Pls
ham,So how many days since then?
ham,Alright. I'm out--have a good night!
ham,aathi..where are you dear..
ham,Ü v ma fan...
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,Where are you?when wil you reach here?
ham,Then u drive lor.
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,See? I thought it all through
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,K sure am in my relatives home. Sms me de. Pls:-)
ham,S.this will increase the chance of winning.
ham,There is a first time for everything :)
ham,You are a big chic. Common. Declare
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
ham,Do you know when the result.
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
ham,Thanks chikku..:-) gud nyt:-*
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
ham,Sorry da..today i wont come to play..i have driving clas..
ham,Hey gals...U all wanna meet 4 dinner at nìte? 
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,"Well, I meant as opposed to my drunken night of before"
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
ham,At 4. Let's go to bill millers
ham,Beauty sleep can help ur pimples too.
ham,"I av a new number,  . Wil u only use this one,ta."
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
ham,Going for dinner.msg you after.
ham,Then ü come n pick me at 530 ar?
ham,"Haha good to hear, I'm officially paid and on the market for an 8th"
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,I'm aight. Wat's happening on your side.
ham,O was not into fps then.
ham,K..k...from tomorrow onwards started ah?
ham,Ya it came a while ago
ham,How will I creep on you now? ;_;
ham,You will be in the place of that man
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
spam,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
ham,U should make a fb list
ham,"No, I was trying it all weekend ;V"
ham,How much r ü willing to pay?
ham,Tell me pa. How is pain de.
ham,Would me smoking you out help us work through this difficult time
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...
